"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10"
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-09","9.84",,"0.00","0.0","0.0","40","44","38","  310","  310","19.9","23.9",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-10","8.72",,"0.00","0.0","0.0","40","41","39","  320","  320","16.1","21.0",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-11","9.62",,"0.00","0.0","0.0","38","40","35","   60","   60","15.0","19.0",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-12","11.41",,"0.30","0.0","0.0","41","57","36","  190","  190","21.0","31.1","    1",,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-13","13.42",,"0.10","0.0","0.0","51","55","38","  310","  310","23.0","30.0","    1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-14","18.57",,"0.00","0.0","0.0","36","38","31","  360","   10","32.0","42.1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-15","21.70",,"0.00","0.0","0.0","33","40","30","  350","  340","32.0","42.9",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-16","14.09",,"0.00","0.0","0.0","36","48","30","  350","  360","25.9","34.0",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-17","6.04",,"0.00","0.0","0.0","41","47","36","  290","  300","14.1","19.0",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-18","13.87",,"0.04","0.0","0.0","47","52","43","  310","  310","29.1","36.9",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-19","8.72",,"1.05","0.0","0.0","43","45","40","   50","   60","17.0","23.9","    1",,"    1",,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-20","12.53",,"0.01","0.0","0.0","44","49","41","  300","  270","28.0","38.0",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-21","10.96",,"0.00","0.0","0.0","40","41","37","  300","  310","23.9","29.1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-22","8.05",,"0.52","0.0","0.0","39","42","37","   40","   60","15.0","19.0","    1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-23","15.43",,"0.39","0.0","0.0","38","39","36","  310","  320","33.1","40.9","    1",,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-24","14.32",,"0.00","0.0","0.0","39","47","36","  300","  310","31.1","36.9",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-25","12.30",,"1.13","0.0","0.0","39","55","35","  170","  180","30.0","45.0","    1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-26","17.22",,"0.34","0.0","0.0","48","54","41","  270","  270","30.0","40.9","    1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-27","9.17",,"0.00","0.0","0.0","41","44","37","  260","  270","21.9","27.1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-28","10.74",,"0.00","0.0","0.0","42","52","36","  270","  260","21.9","29.1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-29","8.50",,"0.00","0.0","0.0","47","53","39","  240","  230","16.1","21.9",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-30","6.71",,"0.00","0.0","0.0","48","54","43","  200","  260","14.1","19.9",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-31","9.17",,"0.05","0.0","0.0","41","50","31","  330","  340","17.0","21.9","    1",,,"    1",,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-01","3.36",,"0.00","0.0","0.0","59","70","53","  290","  280","13.0","19.0","    1","    1",,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-02","3.13",,"0.00","0.0","0.0","60","74","50","  120","  110","10.1","15.0","    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-03","7.83",,"1.05","0.0","0.0","66","70","62","  250","  250","23.0","45.0","    1",,"    1",,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-04","8.05",,"1.51","0.0","0.0","64","70","53","  310","  220","19.9","31.1","    1",,"    1",,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-05","8.72",,"0.00","0.0","0.0","55","62","47","  250","  250","19.9","27.1",,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-06","8.50",,"0.00","0.0","0.0","49","59","39","  290","  310","18.1","23.0",,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-07","2.68",,"0.00","0.0","0.0","49","66","38","  180","  300","8.1","13.0",,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-08","5.82",,"0.14","0.0","0.0","56","63","49","  300","  240","17.0","25.1","    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-09","9.62",,"0.00","0.0","0.0","51","55","43","  330","  340","19.9","25.1",,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-10","5.82",,"0.00","0.0","0.0","47","63","36","  280","  270","13.0","17.0",,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-11","4.47",,"0.00","0.0","0.0","53","66","43","  210","  220","19.9","25.9",,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-12","10.96",,"0.60","0.0","0.0","63","70","52","  280","  290","38.9","57.0","    1",,"    1",,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-13","17.45",,"0.00","0.0","0.0","47","53","37","  320","   10","25.9","38.0",,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-14","17.22",,"0.00","0.0","0.0","38","45","32","  330","  330","30.0","45.0",,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-15","4.70",,"0.00","0.0","0.0","39","58","29","  310","  310","16.1","21.9",,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-16","5.14",,"0.00","0.0","0.0","46","62","34","  250","  240","14.1","19.9",,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-17","6.71",,"0.22","0.0","0.0","55","61","50","  310","  310","18.1","23.0","    1","    1",,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-18","4.92",,"0.05","0.0","0.0","59","65","57","  180","  180","14.1","21.0","    1","    1",,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-19","12.08",,"0.04","0.0","0.0","65","72","55","  260","  260","23.0","38.0","    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-20","12.53",,"0.00","0.0","0.0","53","60","43","  320","  310","21.0","30.0",,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-21","8.95",,"0.03","0.0","0.0","46","51","40","   90","  120","15.0","21.0",,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-22","8.28",,"2.04","0.0","0.0","43","47","40","   80","  100","21.0","25.1","    1",,"    1",,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-23","10.51",,"0.01","0.0","0.0","44","48","35","  310","  300","25.1","32.0","    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-24","7.38",,"0.00","0.0","0.0","40","54","30","  110","  110","15.0","19.9",,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-25","12.97",,"0.73","0.0","0.0","54","65","42","  290","  280","25.1","38.9","    1",,"    1",,,,,"    1",,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-26","10.96",,"0.00","0.0","0.0","43","50","36","  290","  320","21.9","29.1",,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-27","7.61",,"0.00","0.0","0.0","40","52","31","  270","  280","15.0","25.9",,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-28","3.36",,"0.00","0.0","0.0","45","58","32","  110","  120","10.1","16.1",,,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-29","4.92",,"0.54","0.0","0.0","48","55","42","   80","   40","13.0","21.9","    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-30","4.47",,"0.24","0.0","0.0","53","61","49","   60","   60","13.0","16.1","    1",,,,,,,,,
"USW00013874","ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US","33.62972","-84.44224","308.2","2023-01-31","6.49",,"0.03","0.0","0.0","60","67","55","  310","  320","28.0","31.1","    1",,,,,,,"    1",,
